ozdes_id,RA,DEC
OzDES-DR2_03504,96.7235,-58.3792
SVA1_COADD-2925363548,42.3812,-0.2446
OzDES-DR2_02017,52.4486,-27.477
OzDES-DR2_03558,98.373,-58.3633
OzDES-DR2_02412,51.8708,-28.5122
OzDES-DR2_03844,98.604,-58.1385
SVA1_COADD-2925572122,42.3977,0.6957
OzDES-DR2_03050,36.3303,-4.7871
OzDES-DR2_03519,97.3128,-59.4487
OzDES-DR2_03537,97.7518,-58.8707
SVA1_COADD-2939170286,36.0213,-7.194
OzDES-DR2_03813,96.769,-58.4656
SVA1_COADD-2938492998,36.2345,-4.0603
OzDES-DR2_03808,96.2917,-58.0908
SVA1_COADD-2939373025,54.6281,-29.9348
OzDES-DR2_03503,96.5902,-58.0147
SVA1_COADD-2925799454,43.0167,-0.5918
SVA1_COADD-2938397188,35.7752,-4.5566
SVA1_COADD-2970421037,6.6425,-43.1303
OzDES-DR2_03819,97.0733,-58.2469
OzDES-DR2_03833,98.0205,-58.853
SVA1_COADD-2925472971,43.1219,0.2735
SVA1_COADD-2970520148,10.7611,-43.7144
SVA1_COADD-2970605450,10.6183,-44.0787
DES15X1aw,35.0545,-4.8539
SVA1_COADD-2938051197,36.369,-6.9581
SVA1_COADD-2940182846,52.6683,-27.6583
SVA1_COADD-2970668428,8.9505,-44.2851
OzDES-DR2_03524,97.4158,-57.8855
OzDES-DR2_01076,54.4724,-26.6661
OzDES-DR2_03530,97.5376,-57.843
SVA1_COADD-2939668317,54.6233,-29.3236
SVA1_COADD-2970834385,9.6431,-44.1534
OzDES-DR2_03047,36.6668,-4.3026
OzDES-DR2_03812,96.7355,-59.3646
SVA1_COADD-2971176380,8.1924,-43.2231
OzDES-DR2_03831,97.9719,-58.027
SVA1_COADD-2925646449,43.304,-0.6248
SVA1_COADD-2925416202,43.5065,0.0549
SVA1_COADD-2938010360,37.2136,-4.7234
SVA1_COADD-2939029256,36.8925,-4.3746
OzDES-DR2_03500,96.5291,-58.388
OzDES-DR2_03560,98.6141,-58.1994
SVA1_COADD-2938405366,35.8756,-4.5011
OzDES-DR2_03532,97.552,-59.6521
OzDES-DR2_03826,97.3458,-59.5622
SVA1_COADD-2925661705,40.6383,-1.7198
SVA1_COADD-2937552859,34.8998,-4.4295
SVA1_COADD-2939521864,54.5752,-27.3352
SVA1_COADD-2970560956,7.87,-42.1049
SVA1_COADD-2970350730,7.2824,-42.1546
SVA1_COADD-2970771892,9.8646,-44.3815
OzDES-DR2_04736,98.4296,-59.2109
OzDES-DR2_03556,98.3602,-58.3554
OzDES-DR2_03730,43.2569,0.3941
SVA1_COADD-2939007898,36.7814,-4.5342
OzDES-DR2_04645,97.2142,-57.83
OzDES-DR2_03507,96.8575,-59.6371
OzDES-DR2_03541,97.9639,-59.454
OzDES-DR2_03542,97.9719,-59.1149
OzDES-DR2_03846,99.0982,-58.8861
SVA1_COADD-2970546003,10.047,-43.5226
SVA1_COADD-2970737546,9.2703,-44.5426
SVA1_COADD-2938984610,36.0067,-4.6758
SVA1_COADD-2937427646,34.0806,-4.4266
OzDES-DR2_03042,54.6678,-29.6228
SVA1_COADD-2938397530,35.6789,-4.5541
OzDES-DR2_03843,98.438,-58.8785
SVA1_COADD-2938013449,37.4812,-4.6906
SVA1_COADD-2938140912,36.0768,-5.9197
SVA1_COADD-2938631682,34.3402,-5.108
SVA1_COADD-2937589886,34.1974,-3.9822
SVA1_COADD-2940942159,52.1573,-27.571
SVA1_COADD-2939047014,36.6988,-4.2419
SVA1_COADD-2971072668,7.539,-42.693
OzDES-DR2_03734,43.2989,0.6446
SVA1_COADD-2970554739,7.8863,-42.1508
OzDES-DR2_03540,97.9519,-59.5045
SVA1_COADD-2970720709,9.4683,-43.752
SVA1_COADD-2970666119,8.7876,-44.3107
OzDES-DR2_04657,97.4854,-59.3932
OzDES-DR2_03548,98.1669,-58.4516
SVA1_COADD-2938301218,35.0562,-6.0171
SVA1_COADD-2925573334,42.3139,0.7563
SVA1_COADD-2971149575,8.2882,-43.4481
OzDES-DR2_03498,96.4934,-58.4326
OzDES-DR2_03839,98.1969,-59.5948
SVA1_COADD-2940700870,53.1249,-28.5116
OzDES-DR2_03828,97.5881,-58.7313
SVA1_COADD-2925766683,42.7109,0.7509
SVA1_COADD-2940934903,52.6171,-27.6268
SVA1_COADD-2925451853,42.9646,-0.0686
SVA1_COADD-2938886900,35.6183,-4.0314
OzDES-DR2_03514,97.0976,-58.0739
OzDES-DR2_03837,98.1331,-59.1508
SVA1_COADD-2938485719,36.2131,-4.0909
SVA1_COADD-2940100983,34.9614,-6.146
SVA1_COADD-2925445574,43.1425,-0.1757
OzDES-DR2_03805,96.1258,-58.824
SVA1_COADD-2939818457,54.5935,-28.4528
OzDES-DR2_03528,97.5088,-59.4677
SVA1_COADD-2938715532,36.9689,-5.0246
SVA1_COADD-2940222883,54.2928,-29.5241
OzDES-DR2_03515,97.1272,-59.3232
SVA1_COADD-2938498296,35.866,-4.022
OzDES-DR2_03823,97.2084,-58.7312
SVA1_COADD-2938505920,35.9356,-3.9694
SVA1_COADD-2938719529,37.0686,-4.994
SVA1_COADD-2925846729,40.4746,-0.5751
SVA1_COADD-2925758989,42.4766,0.6151
SVA1_COADD-2938942051,35.7832,-4.9858
SVA1_COADD-2925753721,43.0178,0.527
OzDES-DR2_04670,97.7954,-57.7846
OzDES-DR2_03838,98.1399,-57.9482
SVA1_COADD-2940434051,52.9504,-27.2936
OzDES-DR2_03799,95.724,-59.1184
SVA1_COADD-2940228499,54.2337,-29.4756
SVA1_COADD-2940753486,54.9041,-26.6764
OzDES-DR2_04250,54.3316,-27.355
SVA1_COADD-2925643975,43.2988,-0.7116
SVA1_COADD-2940245160,54.4176,-29.3111
OzDES-DR2_04703,96.6348,-58.197
OzDES-DR2_03508,96.8709,-58.0797
OzDES-DR2_03518,97.2721,-57.8267
SVA1_COADD-2970476623,9.0662,-42.9532
OzDES-DR2_03757,43.6783,0.4835
SVA1_COADD-2925512698,42.3284,-0.4644
SVA1_COADD-2939076089,36.8491,-4.0374
OzDES-DR2_03842,98.4059,-58.11
SVA1_COADD-2970614761,10.6967,-43.9403
OzDES-DR2_04637,96.9958,-58.4915
OzDES-DR2_03798,95.6506,-58.8501
SVA1_COADD-2938234013,35.4079,-5.2268
OzDES-DR2_03526,97.4766,-58.8826
SVA1_COADD-2939280573,54.8944,-29.8179
SVA1_COADD-2971108787,8.357,-43.8073
OzDES-DR2_03538,97.9195,-58.188
SVA1_COADD-2971198787,8.1154,-43.0503
OzDES-DR2_03544,97.9847,-58.0431
OzDES-DR2_03815,96.8825,-58.5849
SVA1_COADD-2925526498,43.3723,0.465
SVA1_COADD-2925570659,42.278,0.6239
SVA1_COADD-2940893151,52.1666,-27.92
OzDES-DR2_03506,96.8355,-58.5274
OzDES-DR2_03557,98.3611,-58.8724
OzDES-DR2_03547,98.0646,-59.3388
SVA1_COADD-2938539882,36.7676,-3.8819
OzDES-DR2_03836,98.0863,-59.524
SVA1_COADD-2940435471,52.6716,-27.2719
OzDES-DR2_04680,98.1137,-58.6541
SVA1_COADD-2940803438,54.237,-26.3581
OzDES-DR2_03040,54.5756,-26.3613
SVA1_COADD-2940953293,52.243,-27.4946
OzDES-DR2_03820,97.0922,-58.8168
OzDES-DR2_03834,98.0467,-59.2616
SVA1_COADD-2971096071,7.2325,-42.4624
OzDES-DR2_03554,98.2685,-58.6556
OzDES-DR2_03513,97.0324,-58.8464
OzDES-DR2_03520,97.3481,-58.6223
SVA1_COADD-2925769537,42.7541,0.8008
SVA1_COADD-2940552037,52.4206,-28.3084
OzDES-DR2_04713,97.5497,-58.1422
OzDES-DR2_03841,98.3266,-58.8926
OzDES-DR2_04685,98.3934,-58.1637
SVA1_COADD-2938658950,34.8615,-4.7514
OzDES-DR2_03509,96.8958,-57.8019
SVA1_COADD-2970387466,6.9971,-43.2292
SVA1_COADD-2970795406,9.2858,-43.398
OzDES-DR2_04696,96.0148,-59.2061
OzDES-DR2_03523,97.4109,-59.4052
SVA1_COADD-2925376811,41.8307,0.0041
OzDES-DR2_03039,54.6042,-26.4714
OzDES-DR2_03543,97.9867,-57.8119
SVA1_COADD-2940043569,55.2641,-28.8131
DES15E1arx,8.0887,-42.2072
SVA1_COADD-2940670625,53.0492,-28.7159
OzDES-DR2_03535,97.6711,-58.5432
SVA1_COADD-2940826518,51.8081,-28.6467
OzDES-DR2_04702,96.4871,-59.0145
OzDES-DR2_03533,97.5759,-57.8593
OzDES-DR2_03835,98.0785,-58.6449
SVA1_COADD-2938537538,36.779,-3.9033
OzDES-DR2_03552,98.243,-58.8348
OzDES-DR2_03521,97.3635,-58.6363
SVA1_COADD-2939525110,54.874,-27.2993
SVA1_COADD-2940756617,55.2076,-26.61
SVA1_COADD-2925778748,42.9635,0.9609
OzDES-DR2_03814,96.7686,-59.0087
OzDES-DR2_03816,96.9925,-59.2972
SVA1_COADD-2970425900,6.7845,-43.0655
SVA1_COADD-2939231059,53.5816,-26.6243
SVA1_COADD-2970674319,8.2563,-44.2183
SVA1_COADD-2939585125,53.5501,-27.3416
OzDES-DR2_04643,97.1927,-57.9615
OzDES-DR2_04694,99.0217,-59.3639
OzDES-DR2_03825,97.2905,-59.1978
SVA1_COADD-2940771613,54.5442,-26.7236
SVA1_COADD-2939038734,36.8989,-4.3077
Y1A1_COADD_DFULL-3170174723,54.782,-26.6171
OzDES-DR2_04714,97.6039,-58.1891
OzDES-DR2_03555,98.3535,-58.2302
OzDES-DR2_04646,97.2131,-59.6902
OzDES-DR2_03546,98.0307,-58.8036
SVA1_COADD-2970453738,6.6531,-42.5552
SVA1_COADD-2940314312,36.5795,-6.4226
OzDES-DR2_04648,97.324,-59.2696
OzDES-DR2_03817,96.9943,-59.6466
SVA1_COADD-2970398047,9.9092,-44.8042
OzDES-DR2_03044,54.5727,-26.6669
SVA1_COADD-2939679585,55.1008,-29.206
SVA1_COADD-2939031576,36.4048,-4.3591
OzDES-DR2_03501,96.5624,-58.1609
SVA1_COADD-2970397380,9.3468,-44.8122
LSQ12emo,34.6335,-4.2293
SVA1_COADD-2940076928,34.7338,-6.4464
OzDES-DR2_04665,97.6562,-57.9362
OzDES-DR2_03800,95.9073,-59.3145
SVA1_COADD-2940452336,52.841,-27.1528
SVA1_COADD-2939425122,51.6122,-27.9368
OzDES-DR2_03545,97.9835,-58.4098
OzDES-DR2_03517,97.2237,-58.3219
OzDES-DR2_03802,96.0189,-59.0836
LSQ12fld,34.9673,-4.1556
OzDES-DR2_03522,97.378,-58.9508
OzDES-DR2_03832,97.9989,-59.1502
SVA1_COADD-2940822014,54.4851,-26.1193
OzDES-DR2_03809,96.4736,-58.2651
OzDES-DR2_03529,97.5209,-59.6771
OzDES-DR2_03511,96.9879,-59.6281
OzDES-DR2_03497,96.4161,-58.4817
SVA1_COADD-2970945351,7.9788,-43.5214
OzDES-DR2_04692,98.7955,-58.8844
SVA1_COADD-2970595874,10.5847,-44.2421
OzDES-DR2_03806,96.1595,-58.5486
OzDES-DR2_03822,97.1559,-58.5084
OzDES-DR2_04535,34.755,-6.7707
OzDES-DR2_03512,97.0332,-58.8092
OzDES-DR2_04247,54.0346,-26.2077
SVA1_COADD-2939653045,55.1186,-29.484
OzDES-DR2_03531,97.5379,-59.547
OzDES-DR2_00411,96.7064,-58.0667
OzDES-DR2_00499,53.4175,-26.8744
OzDES-DR2_04335,9.961,-44.4053
SVA1_COADD-2937976373,37.2146,-5.2064
OzDES-DR2_04764,52.7052,-27.7937
OzDES-DR2_04451,37.2509,-4.6313
SVA1_COADD-2937944931,37.0966,-4.2066
SVA1_COADD-2970550447,8.0886,-42.2072
